Iteration,Topic,alpha
760,1_Economic Cooperation,0.03418326584533847
760,2_Belt and Road Initiative (BRI),0.06458748842276456
760,3_Diplomatic Relations,0.17087769309068732
760,4_Technology and Innovation,0.03795268191551558
760,5_Cultural Exchange,0.08866925390841958
760,6_Geopolitical Strategy,0.0954155304339684
760,7_Trade Agreements,0.040352878311646107
760,8_Infrastructure Development,0.07789583057219111
770,1_Economic Cooperation,0.03355843311666563
770,2_Belt and Road Initiative (BRI),0.07071561696046019
770,3_Diplomatic Relations,0.18542374878817036
770,4_Technology and Innovation,0.03943971022972224
770,5_Cultural Exchange,0.09717648121244565
770,6_Geopolitical Strategy,0.09402068538047237
770,7_Trade Agreements,0.04251285918488103
770,8_Infrastructure Development,0.07387054388819869
780,1_Economic Cooperation,0.03181141974114399
780,2_Belt and Road Initiative (BRI),0.06484085691662543
780,3_Diplomatic Relations,0.17992216839176808
780,4_Technology and Innovation,0.03763873786931715
780,5_Cultural Exchange,0.09591636596723736
780,6_Geopolitical Strategy,0.0908591856624256
780,7_Trade Agreements,0.038630157299457506
780,8_Infrastructure Development,0.07895436703447259
790,1_Economic Cooperation,0.03037464680722068
790,2_Belt and Road Initiative (BRI),0.06313201071692286
790,3_Diplomatic Relations,0.1757870483529684
790,4_Technology and Innovation,0.03695637566767969
790,5_Cultural Exchange,0.09750327102590628
790,6_Geopolitical Strategy,0.0957180912136004
790,7_Trade Agreements,0.04433383398192401
790,8_Infrastructure Development,0.0808628415973274
800,1_Economic Cooperation,0.031729112731566075
800,2_Belt and Road Initiative (BRI),0.06936159928148689
800,3_Diplomatic Relations,0.18605680103827327
800,4_Technology and Innovation,0.039738237273783415
800,5_Cultural Exchange,0.09995746510028322
800,6_Geopolitical Strategy,0.09297903514736258
800,7_Trade Agreements,0.041847717002026275
800,8_Infrastructure Development,0.08211359944178387
810,1_Economic Cooperation,0.032028320184340264
810,2_Belt and Road Initiative (BRI),0.06435712621712039
810,3_Diplomatic Relations,0.18528476639457311
810,4_Technology and Innovation,0.03890738966957966
810,5_Cultural Exchange,0.09819741194342298
810,6_Geopolitical Strategy,0.09370015358698275
810,7_Trade Agreements,0.04478965121325783
810,8_Infrastructure Development,0.07817952549532224
820,1_Economic Cooperation,0.03513737328695507
820,2_Belt and Road Initiative (BRI),0.06967502065386577
820,3_Diplomatic Relations,0.1801047693208888
820,4_Technology and Innovation,0.0374832821811414
820,5_Cultural Exchange,0.0983533107685144
820,6_Geopolitical Strategy,0.09861256404411196
820,7_Trade Agreements,0.039911511705250216
820,8_Infrastructure Development,0.07602636613768099
830,1_Economic Cooperation,0.030308519920368863
830,2_Belt and Road Initiative (BRI),0.0611818276739787
830,3_Diplomatic Relations,0.1803706178822702
830,4_Technology and Innovation,0.040789967580561845
830,5_Cultural Exchange,0.10189372337444258
830,6_Geopolitical Strategy,0.10259933060925244
830,7_Trade Agreements,0.035676858804575544
830,8_Infrastructure Development,0.07329534147277028
840,1_Economic Cooperation,0.031409399221520966
840,2_Belt and Road Initiative (BRI),0.06716731261440098
840,3_Diplomatic Relations,0.19847176083078238
840,4_Technology and Innovation,0.04265172566760207
840,5_Cultural Exchange,0.10563164688050569
840,6_Geopolitical Strategy,0.09234438558306592
840,7_Trade Agreements,0.0414627209918429
840,8_Infrastructure Development,0.07786149198609468
850,1_Economic Cooperation,0.033781266620619546
850,2_Belt and Road Initiative (BRI),0.07397115919547882
850,3_Diplomatic Relations,0.17133000569044501
850,4_Technology and Innovation,0.04013287945310858
850,5_Cultural Exchange,0.09925745406970553
850,6_Geopolitical Strategy,0.09565927476647412
850,7_Trade Agreements,0.04326183126127122
850,8_Infrastructure Development,0.08167645097042162
860,1_Economic Cooperation,0.02882928534650898
860,2_Belt and Road Initiative (BRI),0.06920996777468114
860,3_Diplomatic Relations,0.18070320428878067
860,4_Technology and Innovation,0.037622256496728686
860,5_Cultural Exchange,0.08858412720485578
860,6_Geopolitical Strategy,0.09224713130659218
860,7_Trade Agreements,0.03827452737312705
860,8_Infrastructure Development,0.077022330938897
870,1_Economic Cooperation,0.0321818231435436
870,2_Belt and Road Initiative (BRI),0.07028125071778646
870,3_Diplomatic Relations,0.1642420264943052
870,4_Technology and Innovation,0.04197629471723608
870,5_Cultural Exchange,0.1030595995976053
870,6_Geopolitical Strategy,0.09960041966333502
870,7_Trade Agreements,0.04085305620473143
870,8_Infrastructure Development,0.07508388667215991
880,1_Economic Cooperation,0.02912314784230814
880,2_Belt and Road Initiative (BRI),0.06250541520147151
880,3_Diplomatic Relations,0.16358868665566317
880,4_Technology and Innovation,0.03712344131799774
880,5_Cultural Exchange,0.09730635156301848
880,6_Geopolitical Strategy,0.08968586228227031
880,7_Trade Agreements,0.043123092367715464
880,8_Infrastructure Development,0.07848946526876814
890,1_Economic Cooperation,0.030643914556162305
890,2_Belt and Road Initiative (BRI),0.06604501993560817
890,3_Diplomatic Relations,0.17434601532876115
890,4_Technology and Innovation,0.037698494842750244
890,5_Cultural Exchange,0.10022355036017754
890,6_Geopolitical Strategy,0.09446648707910957
890,7_Trade Agreements,0.0445357279491559
890,8_Infrastructure Development,0.08198082937403676
900,1_Economic Cooperation,0.03386148380004626
900,2_Belt and Road Initiative (BRI),0.06265589928122388
900,3_Diplomatic Relations,0.17164384609578617
900,4_Technology and Innovation,0.03708159696915988
900,5_Cultural Exchange,0.09845723641583633
900,6_Geopolitical Strategy,0.0921148934782867
900,7_Trade Agreements,0.04544377984125446
900,8_Infrastructure Development,0.08269063762468618
910,1_Economic Cooperation,0.030189747232106403
910,2_Belt and Road Initiative (BRI),0.06921809929032267
910,3_Diplomatic Relations,0.1661378981487234
910,4_Technology and Innovation,0.03782774825526454
910,5_Cultural Exchange,0.09085823957335269
910,6_Geopolitical Strategy,0.09063998478167433
910,7_Trade Agreements,0.04071440194289199
910,8_Infrastructure Development,0.08121352245632055
920,1_Economic Cooperation,0.03385102933656624
920,2_Belt and Road Initiative (BRI),0.0669536813700283
920,3_Diplomatic Relations,0.18257062024699683
920,4_Technology and Innovation,0.034994070931564
920,5_Cultural Exchange,0.10504021188188888
920,6_Geopolitical Strategy,0.09361356609986736
920,7_Trade Agreements,0.04348438436646324
920,8_Infrastructure Development,0.07651910921976782
930,1_Economic Cooperation,0.031010840522731595
930,2_Belt and Road Initiative (BRI),0.0627710872615097
930,3_Diplomatic Relations,0.17553105479088452
930,4_Technology and Innovation,0.03333124480702812
930,5_Cultural Exchange,0.10705449986428395
930,6_Geopolitical Strategy,0.08839137867834417
930,7_Trade Agreements,0.043569082360058735
930,8_Infrastructure Development,0.08102748918132052
940,1_Economic Cooperation,0.030611221951685676
940,2_Belt and Road Initiative (BRI),0.06665002499636777
940,3_Diplomatic Relations,0.18027863464680996
940,4_Technology and Innovation,0.03849175288275937
940,5_Cultural Exchange,0.09868962932556674
940,6_Geopolitical Strategy,0.0978983337077656
940,7_Trade Agreements,0.043732942775380326
940,8_Infrastructure Development,0.07445741562798062
950,1_Economic Cooperation,0.03006000155236298
950,2_Belt and Road Initiative (BRI),0.0777633519641095
950,3_Diplomatic Relations,0.17371650854231166
950,4_Technology and Innovation,0.0400525370899938
950,5_Cultural Exchange,0.10982966204774644
950,6_Geopolitical Strategy,0.08436950752280774
950,7_Trade Agreements,0.03982447597662028
950,8_Infrastructure Development,0.08081877108417357
960,1_Economic Cooperation,0.032124429549001396
960,2_Belt and Road Initiative (BRI),0.06715483205365665
960,3_Diplomatic Relations,0.18306333981897557
960,4_Technology and Innovation,0.039573576293679094
960,5_Cultural Exchange,0.09828878573100928
960,6_Geopolitical Strategy,0.09509685217977419
960,7_Trade Agreements,0.045437246610361845
960,8_Infrastructure Development,0.08119374581472084
970,1_Economic Cooperation,0.031516658820384034
970,2_Belt and Road Initiative (BRI),0.06866515914752397
970,3_Diplomatic Relations,0.17801945129949096
970,4_Technology and Innovation,0.036916006631381906
970,5_Cultural Exchange,0.10729641180261833
970,6_Geopolitical Strategy,0.0945463863483587
970,7_Trade Agreements,0.042187479260281206
970,8_Infrastructure Development,0.08865284655664757
980,1_Economic Cooperation,0.03485388623644431
980,2_Belt and Road Initiative (BRI),0.07255558601951113
980,3_Diplomatic Relations,0.1796103926816269
980,4_Technology and Innovation,0.03574154086609642
980,5_Cultural Exchange,0.089327704882586
980,6_Geopolitical Strategy,0.09834432985535489
980,7_Trade Agreements,0.04308131037846463
980,8_Infrastructure Development,0.07877504311200371
990,1_Economic Cooperation,0.030820348558878656
990,2_Belt and Road Initiative (BRI),0.06937999025150653
990,3_Diplomatic Relations,0.1707588548293151
990,4_Technology and Innovation,0.03767792094221934
990,5_Cultural Exchange,0.10058889578032235
990,6_Geopolitical Strategy,0.09580847494102415
990,7_Trade Agreements,0.04140547975138904
990,8_Infrastructure Development,0.0807673392722765
1000,1_Economic Cooperation,0.034742612511854974
1000,2_Belt and Road Initiative (BRI),0.07348779371534861
1000,3_Diplomatic Relations,0.1708192001377406
1000,4_Technology and Innovation,0.033778955346785725
1000,5_Cultural Exchange,0.10899514835015274
1000,6_Geopolitical Strategy,0.09894157087245083
1000,7_Trade Agreements,0.041763052056786744
1000,8_Infrastructure Development,0.07963758878946461
