,address,title,date,content
169,https://saudiembassy.net/press-release/saudi-foreign-minister-iran-remains-world%E2%80%99s-chief-sponsor-terrorism,Saudi Foreign Minister: Iran Remains World’s Chief Sponsor of Terrorism,"January 23, 2016","(WASHINGTON, DC) – Saudi Foreign Minister Adel bin Ahmed Al-Jubeir denounced Iran’s support ‎for terrorism and said the U.S. is well aware of Iran’s mischief. Minister Al-Jubeir made the ‎remarks today during a joint news conference with U.S. Secretary of State John Kerry following ‎the meeting with the Gulf Cooperation Council (GCC) foreign ministers, which was held in ‎Riyadh. ‎‎""Iran remains the world's chief sponsor of terrorism,” said Minister Al-Jubeir. “Iranian ‎government institutions are still designated as terrorist organizations. And Iranian officials, ‎including in the security services, are wanted for terrorism.” ‎‎“I think the United States is very aware of the danger that Iran’s mischief and behavior…I don’t ‎believe the United States is under any illusion as to what type of government Iran is,” he added. ‎During his visit, Secretary Kerry also met with Custodian of the Two Holy Mosques King ‎Salman bin Abdulaziz and Deputy Crown Prince Mohammed bin Salman. "
170,https://saudiembassy.net/press-release/saudi-foreign-minister-iran-breaks-oic-charter,Saudi Foreign Minister: Iran Breaks OIC Charter,"January 21, 2016","Saudi Foreign Minister: Iran Breaks Charter of Organization of Islamic CooperationOIC Condemns Iranian Aggressions against Saudi Arabia(WASHINGTON, DC) – At an emergency meeting of the Organization of Islamic Cooperation (OIC) held today in Jeddah, Saudi Foreign Minister Adel bin Ahmed Al-Jubeir said attacks on the Saudi embassy in Tehran and consulate in Mashhad showcase Iran’s aggressive policies and continued incitement of sectarianism in the region.“Iran is a member state which does not respect the Charter of our organization and its principles derived from our Islamic religion,” said Minister Al-Jubeir.Minister Al-Jubeir said the attacks were widely condemned by countries around the world, as well as regional and international organizations, including the UN Security Council, the Gulf Cooperation Council (GCC) and the Arab League. “It is important to note that attacks on the Kingdom’s diplomatic mission comes within the framework of the aggressive policies of the government of Iran and its continued interference in the internal affairs of the countries of the region,” said Minister Al-Jubeir. He added that Iran seeks to spread sedition, unrest and chaos as well as incite sectarian strife in the region, stressing that Iran is the main reason of instability and wars in the region.Minister Al-Jubeir concluded that the Kingdom has always called for building better relations with Iran based on the principals of good neighborliness, mutual respect and non-interference in the countries’ affairs. He concluded that instead, Iran responds with statements that run contrary to its real actions on the ground. In a communique issued following the meeting, the Council of Foreign Ministers of the OIC condemned the Iranian aggressions against Saudi Arabia, and affirmed that these aggressions counter the OIC and the Charter of the United Nations, which call for promoting trust and fostering friendly relations and mutual respect among member states. The Council also denounced Iran’s interference in the internal affairs of the region and other OIC member states, including Bahrain, Yemen, Syria and Somalia, and its continued support for terrorism."
171,https://saudiembassy.net/press-release/irans-record-supporting-terrorism-and-extremism,Iran's Record in Supporting Terrorism and Extremism,"January 19, 2016","Since the Iranian revolution in 1979, Iran has established a record of spreading sedition, unrest and chaos in the region in an effort to undermine the region’s security and stability, and in complete disregard for international law, agreements, treaties, and moral principles.  During the same period, the Kingdom has maintained a policy of restraint in spite of having suffered — as have neighboring countries — the consequences of Iran’s continued aggressive policies.Iranian policy is based primarily on the preamble of Iranian constitution and the directive of Ayatollah Khomeini, which is based on the idea of exporting revolution.  In a flagrant violation of the sovereignty of other states and interference in their internal affairs, Iran recruits militias in Iraq, Lebanon, Syria, and Yemen under what it calls in support of the vulnerable and subjugated peoples.  It continues to support terrorism by providing safe havens for terrorist organizations on its territory, planting terrorist cells in a number of Arab countries, and assisting in terrorist bombings that have caused the loss of many innocent lives. It has assassinated opposition figures abroad, has continually violated the sanctity of diplomatic missions, and has even assassinated or attempted to assassinate diplomats around the world. This fact sheet illustrate Iran's aggressive policies over nearly four decades, and categorically refutes the persistent lies promoted by the Tehran regime.
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Source:  Ministry of Foreign Affairs, Riyadh, Saudi Arabia"
172,https://saudiembassy.net/press-release/arab-league-supports-saudi-arabia-condemns-iranian-aggression-region,"Arab League Supports Saudi Arabia, Condemns Iranian Aggression in Region","January 10, 2016","(WASHINGTON, DC)  – Arab League foreign ministers meeting in emergency session in Cairo today expressed their full support for the Kingdom of Saudi Arabia and condemned the recent attacks on the Saudi embassy in Tehran and consulate in Mashad.Saudi Foreign Minister Adel bin Ahmed Al-Jubeir thanked the Arab League Council for its rapid response to Saudi Arabia’s request to hold the meeting. “It is no secret to the council that these attacks came after aggressive statements against the Kingdom,” Minister Al-Jubeir said.In its communique issued following the meeting, the Council of the Arab League held Iran responsible for the attacks, calling on Iran to abide by international conventions and treaties, mainly the 1961 and the 1963 Vienna Conventions, which hold host countries responsible for protecting diplomatic missions. The communique was supported by all member states except Lebanon.The council deplored Iran's hostile and provocative statements against Saudi Arabia following the execution of a number of terrorists who were convicted and sentenced in Saudi courts. The council considered the Iranian statements to be blatant interference in Saudi justice and the internal affairs of the Kingdom, and incompatible with the UN Charter.The council emphasized that it was standing united with Saudi Arabia and that it supported the decisions and measures taken by the Kingdom to fight terrorism in all its forms and manifestations, and to find the perpetrators of terrorist acts and instigators of sedition and bring them to justice.The council commended the efficiency, independence and impartiality of the judicial system in Saudi Arabia and welcomed the categorical rejection of these attacks expressed by Arab, Islamic, and friendly countries and the UN Security Council.The council called on the international community—all countries and regional and international bodies and organizations—to take serious and effective steps to prevent such attacks on all diplomatic missions in Iran.The council deplored the Iranian government’s failure to take necessary measures to protect diplomatic facilities and personnel of the Kingdom of Saudi Arabia in Iran, stressing that the Arab countries will take further appropriate measures.The council condemned the continuing Iranian government interference in the internal affairs of the Arab countries over the past decades, stressing that such acts undermine security and stability in the region, are a violation of international law and are contrary to the principle of good neighborliness.The council denounced Iran’s continuing occupation of the three United Arab Emirates islands of Greater Tunb, Lesser Tunb and Abu Musa. It also condemned Iran’s fomenting of sectarian strife, its support, training and financing of terrorist organizations, and its attempts to incite actions to undermine security and stability in the countries of the Gulf Cooperation Council (GCC). It referred to the foiled terrorist plot in the Kingdom of Bahrain and the arrest of members of a new terrorist cell that receives support from the Iranian Revolutionary Guard and Hezbollah in Lebanon.The council condemned Iran’s continued interference in the Syrian crisis and the serious implications of this interference on the future of Syria and its security, stability, national unity and territorial integrity.The council also condemned Iran's intervention in Yemen’s internal affairs through its support for forces fighting the legitimate government in Yemen, which have had a negative impact on the security and stability of the entire region.The council agreed to up an effective mechanism to confront this Iranian interference, urging the international community to take the necessary measures to compel Iran to respect the principle of good neighborliness, both in words and in deeds, to stop its destabilizing activities in the region, to stop its support for terrorism, to cease interfering in the internal affairs of the GCC countries and other countries in the region, and to end the use of force or threat of force against others.The council stressed that Iran's interference in the internal affairs of Arab countries fuels sectarianism and that such acts do not serve peace and security in the Middle East region and the world. Such acts are incompatible with the principles of good neighborliness, non-interference in the internal affairs of states, and respect for national sovereignty, and only serve to complicate the situation and ignite more crises in the region.The statement said that Lebanon's delegation to the meeting decided not to join the communique after the Council of Arab Ministers rejected its request that a phrase mentioning Hezbollah of Lebanon be deleted because the party is an integral part of Lebanon's House of Representatives and the Council of Ministers."
173,https://saudiembassy.net/press-release/saudi-foreign-minister-additional-measures-against-iran-may-be-taken,Saudi Foreign Minister: Additional Measures Against Iran May be Taken,"January 9, 2016","(WASHINGTON, DC) – Saudi Foreign Minister Adel bin Ahmed Al-Jubeir said today ‎that Saudi Arabia may take further measures against Iran. Minister Al-Jubeir’s comments came in ‎a press conference following the extraordinary meeting of the foreign ministers of the Gulf ‎Cooperation Council (GCC), which he chaired in Riyadh.  ‎‎“We are looking at additional measures to be taken against Iran if it continues with its current ‎policies,” said Minister Al-Jubeir. ‎‎“It is Iran that has committed the aggression against the Kingdom of Saudi Arabia. It is Iran that ‎interferes in our internal affairs and the internal affairs of our neighboring countries. It is Iran that ‎sponsors terrorism against us and our neighbors. It is Iran that harbors terrorists and those ‎implicated in terrorism,” said Minister Al-Jubeir. “Sectarianism in the Middle East was virtually ‎unheard of until the Iranian revolution took place.”‎He continued, “Iran has to make a decision whether it is a nation state or a revolution. If it’s a ‎nation state it should act like one, and be a rational actor, that countries can deal with. If it is a ‎revolution, it will be very difficult - if not impossible - to deal with them because revolutions ‎have no logic…”‎Regarding the effect of the crisis with Iran on the Syrian negotiations, Minister Al-Jubeir stated, ‎‎“We are committed to the Vienna process and to bring about a resolution to the Syrian crisis. We ‎will continue to work with the countries in the Vienna process in order to bring about a resolution ‎to the Syrian crisis based on the principles of Geneva 1, an interim governing council transition of ‎power that leads to a new Syria in which Bashar Al-Assad has absolutely no role.”  ‎The foreign minister reaffirmed the Kingdom’s commitment to a peaceful resolution in Yemen ‎based on the GCC initiatives and the outcomes of the Yemeni national dialogue and based on ‎UN Security Council resolution 2216. “We urge all parties in Yemen to move towards a peaceful ‎solution,” said Minister Al-Jubeir.‎"
174,https://saudiembassy.net/press-release/gcc-condemns-iran-interference-region,GCC Condemns Iran Interference in Region,"January 9, 2016","(WASHINGTON, DC) – The Gulf Cooperation Council (GCC) foreign ministers fully backed Saudi ‎Arabia’s actions to fight terrorism and bringing to justice those who commit or sponsor acts of ‎terrorism in a statement issued today after an extraordinary meeting of the GCC Ministerial ‎Council.‎The meeting was held in Riyadh under the chairmanship of Saudi Foreign Minister Adel bin ‎Ahmed Al-Jubeir. ‎The council discussed at length the repercussions of the attacks on the Saudi embassy in Tehran ‎and consulate in Mashhad. The ministers condemned the attacks in strong terms, holding the ‎Iranian authorities fully responsible for these acts in accordance with its commitments under the ‎‎1961 and 1963 Vienna Conventions and other articles of the international law, which hold host ‎countries responsible for protecting diplomatic missions.‎The council also condemned Iran’s blatant interferences in the internal affairs of Saudi Arabia, ‎particularly the Iranian government’s hostile and provocative statements on the sentences carried ‎out by Saudi Arabia against a number of persons convicted by Saudi courts of terrorism. These ‎statements were a direct incitement for launching the attacks on the diplomatic missions of Saudi ‎Arabia.‎The council stressed that such acts do not serve peace and security in the region and the world; ‎are contrary to the principles of good neighborliness, non-interference in the internal affairs of ‎states, and respect for national sovereignty; and only serve to complicate the situation and ignite ‎more crises in the region.‎The council stressed that GCC countries support the decisions and measures taken by the ‎Kingdom of Saudi Arabia to fight terrorism in all its forms and manifestations and to find ‎perpetrators of terrorist acts and instigators of sedition and bring them to justice.‎The GCC foreign ministers praised the efficiency, independence and integrity of the judiciary ‎system in Saudi Arabia. ‎The council expressed its full support for the measures taken by Saudi Arabia to respond to the ‎attacks on its diplomatic missions in Iran, stressing that the GCC countries will take further ‎appropriate measures. The council welcomed the categorical rejection of these attacks expressed ‎by Arab, Islamic and friendly countries and the UN Security Council, calling on all States and ‎the international community to take serious and effective steps to prevent such attacks on ‎diplomatic missions in Iran.‎The council condemned Iran's continued occupation of three islands that are the territory of the ‎United Arab Emirates, fomenting of sectarian strife, support for terrorist organizations, and ‎incitement to undermine security and stability in the GCC countries. The council agreed to ‎establish an effective mechanism to address the Iranian interference.‎The council urged the international community to take necessary measures to compel Iran to ‎respect the principle of good neighborliness, to stop its destabilizing activities in the region, to ‎stop its support for terrorism, to cease interfering in the internal affairs of the GCC countries and ‎other countries in the region, and to end the use of force or threat of force.‎"
175,https://saudiembassy.net/press-release/saudi-led-coalition-yemen-rejects-claims-iran,Saudi-led Coalition in Yemen Rejects Claims by Iran,"January 7, 2016","(WASHINGTON, DC) – The Saudi-led coalition to restore legitimacy in Yemen today rejected allegations by Iran that coalition warplanes had launched airstrikes on its embassy in Yemen, calling those charges false and baseless. The coalition stressed that it does not carry out any operations near the Iranian embassy and that the embassy had not been damaged."
176,https://saudiembassy.net/press-release/saudi-fm-kingdom-should-be-commended-not-condemned,"Saudi FM: The Kingdom Should be Commended, Not Condemned","January 4, 2016","(WASHINGTON, DC) – In an interview with CNBC, Saudi Foreign Minister Adel bin Ahmed Al-Jubeir today reiterated the Kingdom’s commitment to confronting terrorism in all its forms and urged Iran to end its destabilizing activities throughout the region. Minister Al-Jubeir said that Nimr Al-Nimr was a terrorist and that he received a fair trial. “In Saudi Arabia, we are very determined to confront terrorism and confront it robustly and firmly. We will show no mercy to those who kill the innocent. The individual [Al-Nimr], along with the other 46 individuals had their due process,” said Minister Al-Jubeir. “The Kingdom of Saudi Arabia should be commended for showing resolve and taking a firm position against people who kill the innocent, not condemned for it.” The foreign minister urged Iran to end its subversive activities and support for terrorism throughout the region, including its meddling in the domestic affairs of Syria, Iraq, Bahrain, Lebanon and Yemen. “As far as the Iranians are concerned, what I find very puzzling is this individual is a Saudi citizen, he committed a crime in Saudi Arabia, he was sentenced in Saudi courts, and the sentence was carried out by Saudi authorities,” said Minister Al-Jubeir. “For the Iranians to inject themselves into our domestic affairs is in line with what Iran has been doing for years throughout the region.”"
177,https://saudiembassy.net/press-release/press-conference-attack-saudi-mission-iran,Press Conference on the Attack on the Saudi Mission in Iran,"January 3, 2016","Press Conference on the attack on the Saudi mission in Iran
Ministry of Foreign Affairs
Kingdom of Saudi ArabiaAmb. Osama Nugali
SpokespersonIn the name of God,I would first like to welcome you, and present to you in detail the developments of the aggressive events at the Saudi Embassy in Tehran and general consulate in Mashhad. The minister will join the conference later, to talk about developments and updates of the issue.With regard to the attacks on the two Saudi missions, the sequence of events were as follows (all times are Tehran time):On Saturday morning, January 2, 2016, the Embassy in Tehran received several phone calls threatening to kill embassy employees. 
Promptly at 2:20 p.m. crowds started to gather in front of the embassy.  The Chargé d'affaires immediately contacted the Iranian Foreign Ministry to inform them and to request protection for the embassy, but did not get any response.At approximately 9:30 p.m., another crowd gathered in front of the embassy and began throwing stones and petrol bombs at the embassy.At about 2:00 a.m. Sunday morning, January 3, the crowd protesting in front of the embassy was replaced with a new group.  Two members of the new group broke into the embassy building and burned a section of the building. Around 2:30 a.m. crowds broke into the embassy building. The Chargé contacted the Iranian Foreign Ministry again, but he did not get any response.The Chargé tried to seek protection to inspect damages at the embassy, but he could not do so until Sunday evening, January 3. The building was in ruins and its content looted. At approximately 3:30 a.m. on Sunday morning, January 3, power was cut off for about an hour to the neighborhood where the embassy staff resides.With regard to the attacks on the Consulate General in Mashhad, events took place as follows:At 11:00 a.m. on Saturday, January 2, 2016, a taxi broke through the outer security barrier gate at the consulate without being blocked by the Iranian authorities in attempt to break through the inner gate of the consulate.At approximately 4:30 p.m. on Saturday, January 2, crowds of approximately 2,000 people gathered in front of the consulate building and began throwing stones and petrol bombs at the consulate building. A number of people unsuccessfully attempted to break into the building.  The Iranian authorities did not make any effort to prevent such criminal acts or arrest perpetrators.This is not the first time that Saudi missions in Tehran and Mashhad encountered such attacks. It was preceded by similar attacks over the past years under the watchful eyes of the Iranian government and without taking any measures to maintain the security and integrity of the Saudi missions and its personnel, or to bring the perpetrators to justice.Based on these attacks, the Kingdom took the following actions:First: Iranian Ambassador in Saudi Arabia was summoned to the Foreign Ministry on Saturday, January 2, 2016, and was handed a memorandum of condemnation putting full responsibility for these attacks on the Iranian regime for failing to  live up to their responsibility as a host country to provide protection to foreign missions according to international conventions and laws in this regard.Second: The Kingdom has informed the UN Security Council of these attacks and also briefed the GCC, the League of Arab States, and the Organization of Islamic Cooperation, and requested the UN Security Council to ensure the protection of diplomatic missions and their staff in accordance with the international conventions and laws.Third: The Kingdom was in contact with all friendly countries to clarify the aggressive statements made by the Iranian government and the provoking that led to the outrage against the Saudi Embassy in Tehran and Consulate General in Mashhad.Fourth: An emergency evacuation plan was put in place in response to the crisis to evacuate the family members of Embassy and consulate staff.  A plan was in place to evacuate them on Emirate Airlines departing Tehran on Saturday at 7:20 p.m. GMT.  However, Iranian authorities blocked their departure on the schedule flight. They are now scheduled to leave Tehran at 10:00 p.m. GMT. We would like to thank the United Arab Emirates for its help in the evacuation process from Iran. We also thank the Gulf Cooperation Council (GCC), and the League of Arab States, and a number of countries for their strong positions against the attacks on the Saudi diplomatic mission in Iran.In conclusion I would like to note that none of the members of the diplomatic mission in Tehran and Mashhad have been harmed.  The Kingdom is keen to ensure the safety and security of the staff that remains in Iran.Thank you, and the Minister will join the conference shortly. His Excellency Adel Al-Jubeir
Foreign Minister, Kingdom of Saudi ArabiaOpening RemarksAfter you have been briefed on the details of the attacks on the Saudi missions in Iran, I would like to point out that the Iranian regime has a long record in the inviolability of foreign diplomatic missions, including, for example, the attack on the US embassy in 1979, and attack on the British Embassy in 2011, and yesterday, the attack on the Saudi Embassy in Tehran and general consulate in Mashhad.These ongoing attacks on diplomatic missions constitute a flagrant violation of all international agreements, charters and treaties.Also, these attacks come after aggressive statements issued by prominent Iranian figures, a blatant provocation that encouraged attacks on the Kingdom's missions.These attacks are considered a continuation of Iranian regime’s aggressive policy in the region, which aims to destabilize the security and stability, and to provoke conflict and wars.And this is confirmed with the Iranian regime providing a safe haven on its territory for al-Qaeda ‎leaders since 2001.‎ The Iranian regime has also provided protection for a number of those involved in the bombing of the Khobar Towers in 1996.In addition to these acts of aggression, the Iranian regime is smuggling weapons and explosives and planting terrorist cells in the region, including the Kingdom, to spread turmoil.The history of Iran is full of negative and aggressive interferences in the affairs of Arab countries, and is always accompanied by devastation and destruction, and killing of innocent lives.The Kingdom, under these facts, announces the severance of diplomatic relations with Iran, and requests all members of the Iranian diplomatic mission (embassy - consular - of the two offices) to leave within 48 hours.The Iranian Ambassador has been informed of this. Q&A with Foreign Minister Adel Al-JubeirTranslationQuestion: (Hazem Sharkawy, Akhbar Al-Yawm): First, is the Iranian ambassador be expelled from Saudi Arabia? Second, how long will this humiliation of Arabs last? We are letting Arab countries fall, and Arab capitals are target of Persians, ISIS, and al-Qaeda outstretch.  Do not you think that it is time to form the unified Arab Force, which spreads from the Atlantic Ocean to the Gulf?Minister Al-Jubeir: With regard to the Arab movement, there are now many movements in the Arab region. Saudi Arabia is very keen on the security and stability of the whole region and eager to respond to the Iranian aggression in the region.I have previously spoke about this.  I believe that Iran’s interference in the region does not serve the interests of Iran nor serves the security and stability.  There has been progress regarding Iran’s attempts to spread or extend its influence in the region.  For example, Iran was defeated in Yemen, thankfully.  In Syria, the Iranians were not able to save Al-Assad’s regime, so came the Russian intervention.  In Iraq, we see a strong resistance by all of Iraq's communities against Iranian interference in the region.We see an Iranian retreat in Africa and Asia.  We see reactions in a number of Muslim countries.  I do not agree with the view that Arab or Muslim countries have become prey to Iran. This is not true and reality proves differently. The Kingdom of Saudi Arabia supports the Joint Arab Force.  The Kingdom have sought and works for the establishment of an Islamic Military Alliance, to counter terrorism and extremism, and joined by more than 35 countries.  It would have an operations room in Riyadh and will work on two tracks: a military security path and intellectual path.  The purpose of this alliance is to combine the capabilities of the Islamic world, to confront terrorism and extremism via security, military, by training, politically, intellectually, by addressing the financing of terrorism, the media and other means.  I think the Muslim countries realize the importance of countering terrorism and extremism.  I believe the Arab world realizes the seriousness of Iran's interference in the affairs of the region, and there are moves to address it.Question: (Huda Saleh, Al-Arabiya.net): What is your comment on the response of the US Department of State regarding the execution of Nimr Al-Nimr especially that they said it will contribute to the sectarian tensions in the region and to Ban Ki-moon’s condemnation? Is there a unified Gulf stance on severing ties with Iran, or is it the position of Saudi Arabia only?Minister Al-Jubeir: With regard to the statements of the spokesperson of the US Department of State, we explained to the US that Saudi Arabia has an independent and fair judicial system.  We do not accept any criticism of the Kingdom’s judicial system. What happened was that those who have led terrorist operations that led to the killing of innocent people, were convicted.  They had transparent and fair trials by the judicial system in Saudi Arabia. These cases passed through all legal stages, as stated clearly in the joint press conference of the Ministry of Justice and Ministry of the Interior. These rules should not be linked to any sect, region or ethnicity. These are terrorists convicted of involvement in operations led to the killing of innocent people regardless of their background.  That’s what happened and Saudi Arabia does not accept the interference in its judicial system, as we respect the judiciary systems in other countries.  It should be explained to all countries that have positions on this matter.Question: (Angus McDowall, Reuters) in English: Are there any further Steps that you can contemplate if Iran escalates this diplomatic crisis? What’s left to you on the table beyond cutting diplomatic ties?Minister Al-Jubeir: We will cross each bridge when we get to it. We are determined not to allow Iran to undermine our security. We are determined not to let Iran mobilize or create or establish terrorist cells in our country or in the countries of our allies. We will push back against Iran’s attempts to do so. We want to make it very clear that there is no space in the community of nations for a country that condones terrorism, that supports terrorism and that engages in terrorism. We have decided that the best way for us to highlight this is by cutting off our relations with the Islamic Republic of Iran so long as it continues to sponsor terrorism and engage in an aggressive behavior towards us and our neighbors. We believe that other countries of the world should look at this step and should seriously consider continuing to deal with a regime that promotes murder both domestically, regionally and internationally, is a regime they want to work with.Question: (Abdulhadi Al Habtoor, Al-Hayat newspaper & AFP): Your Excellency, statements were released today from Iraqi officials calling to attack Saudi interests in Iraq and in other countries. How do you see these threats, and is Saudi Arabia going to withdraw its mission in Baghdad as a precaution?
Minister Al-Jubeir: We take at all these threats seriously and we communicated with the Iraqi government about it.  The Iraqi government has confirmed its commitment to international laws that require protection of diplomatic missions and accredited diplomats in Iraq.  Also, it ensured that it will do everything possible to provide them with protection. Without doubt, we must deal with any threat seriously, but Saudi Arabia is committed and determined to continue on its path to face terrorism in all its forms and will not allow anyone to assault our territory or people.  There is a question in regard to the Gulf Cooperation Council (GCC).Today we have announced that Saudi Arabia cuts ties with Iran, but there was no preceding coordination with the GCC.  The General Secretariat of the GCC issued today a joint statement condemning the Iranian position and the Iranian interference and the violation of the sanctity of the Embassy and the Consulate General in Mashhad.  Many countries in the world has supported the Kingdom’s position and criticized the Iranian position.   Saudi Arabia made this decision based on the interests of the Kingdom and on what it see serves the interests of the Kingdom and confirms the Kingdom's refusal to deal with a state that sponsors terrorism causing the killing of innocent people in Saudi Arabia, and spreads chaos and sectarianism in the Middle East and the Islamic world.  The Kingdom has taken this position accordingly.Question: (Nayef Al Rasheed, Asharq Alawsat): Was there an instigation from the Iranian government to the attack on the embassy?  Did you get information in this regard? I want further clarification, are there Saudis still at the embassy or the consulate?Minister Al-Jubeir: With respect to investigations, it was explained to you by Ambassador Osama Nugali, that there was loud provocations and demonstrations in front of the embassy and when we asked the Iranian authorities yesterday afternoon to provide security at the embassy, they did not respond to us.  This is an indicator. We repeated the requests after several hours and the Iranian authorities did not respond.  The situation is obvious.  After breaking into the embassy and entering the building security forces entered the embassy.  Saudi diplomats were not able to enter the embassy building until 2 a.m. today.  We have noticed replacement of demonstrators in front of the embassy.  That’s strange.  Those who entered the embassy came out with computers and documents.  This is not acceptable.  If the Iranian government were not involved in these operations, it is at fault for not protecting a diplomatic mission on its territory.Question: (Awad Al-Qahtani, Al-Jazirah newspaper): Will you file a lawsuit in the United Nations against Iran for such actions?Minister Al-Jubeir:  Saudi Arabia is now considering all available options, both at the level of the Arab League level or the Islamic Cooperation Organization or the United Nations.  We will do all we can to guarantee our rights and to guarantee the future steps of the Kingdom of Saudi Arabia.  The goal is to protect the interests of the Kingdom, and the Saudi people and the territory of the Kingdom and to provide support and assistance to allied countries against negative Iranian actions.  Thank you."
178,https://saudiembassy.net/press-release/saudi-arabia-cuts-diplomatic-ties-iran,Saudi Arabia Cuts Diplomatic Ties with Iran,"January 3, 2016","(WASHINGTON, DC) – Saudi Foreign Minister Adel bin Ahmed Al-Jubeir announced that Saudi Arabia is severing ties with Iran after the embassy attack in Tehran. During a press conference this evening in Riyadh, the foreign minister said that Iranian diplomats and staff have been given 48 hours to leave the Kingdom. Minister Al-Jubeir said that Iran has a history of violating diplomatic missions in its country. “The continued attacks on diplomatic missions is a flagrant violation of all international treaties,” said the foreign minister. The foreign minister vowed that Saudi Arabia will not allow Iran to sabotage the region’s security. “We are determined not to allow Iran to undermine our security. We are determined not to let Iran mobilize or create or establish terrorist cells in our country or in the countries of our allies. We will push back against Iran's attempts to do so,” said the foreign minister. “We want to make it very clear that there is no space in the community of nations for a country that condones terrorism, that supports terrorism and that engages in terrorism."""
179,https://saudiembassy.net/press-release/ministry-foreign-affairs-statement-hostile-iranian-statements,Ministry of Foreign Affairs Statement on Hostile Iranian Statements,"January 2, 2016","(RIYADH) - An official source at the Foreign Ministry expressed Saudi ‎Arabia's deep disapproval, strong condemnation and categorical rejection of all hostile ‎statements issued by Iranian regime against the Islamic rulings carried out on terrorists in ‎the Kingdom.‎Source confirmed that the Iranian regime revealed it true face in supporting terrorism, ‎which is considered a continuation of Iran's policies aiming to destabilize the security and ‎stability of countries in the region, while pointing out that by defending terrorists' actions ‎and justifying it, Iran is considered a partner in their crimes, and bears full responsibility ‎for its provocative and escalatory policy.‎The source added Iran's regime should be the last one to accuse others of supporting ‎terrorism, as it is considered a terrorism-sponsoring stare, which is repeatedly condemned ‎by the United Nations and many countries.  The source noted that the a number of ‎Iranian governmental agencies are on the UN terrorist list, in addition to providing a safe ‎haven on its territory for a number of Al-Qaeda leaders since 2001, as well as providing ‎protection for one of the Saudis of the so called Hezbollah Al-Hejaz involved in the 1996 ‎terrorist bombing in Al-Khobar, who was arrested last year, carrying an Iranian passport.‎The source pointed out that Iranian regime’s blatant interference in the region, included ‎Iraq, Yemen, Lebanon, and Syria. In Syria, it interfered directly through the ‎Revolutionary Guards, and Shi'ite militias from Lebanon and other countries of the ‎world, and resulted in the killing of more than 250 thousand and the displacement of ‎more than 12 million Syrian. In addition, the Iranian regime set up terrorist cells in ‎Bahrain, Kuwait, and Saudi Arabia, and provided them with weapons and high-powered ‎explosives. The arrested cells were to carry out terrorist activities in Saudi Arabia and the ‎Arab Gulf states.‎The Foreign Ministry source said that the Iranian regime is not ashamed to drawl about ‎human rights issues, while it executed hundreds of Iranians without a clear legal basis last ‎year.‎The source concluded his statement that Iran's blind sectarianism-orientation does not ‎realize that the law of Shariah [is based on] the scale of justice and equality and does not ‎differentiate between rites. The Kingdom's judiciary is independent, fair, and transparent, ‎and it does not deal with evilness, meanness and sedition or in secrecy, as is the case for ‎the regime of Iran.‎"
180,https://saudiembassy.net/press-release/saudi-king-security-economic-development-are-top-priorities,"Saudi King: Security, Economic Development are Top Priorities","December 23, 2015","(WASHINGTON, DC) –  Custodian of the Two Holy Mosques King Salman bin Abdulaziz said today that the government’s top priorities are economic development in Saudi Arabia and ensuring the country’s security. King Salman made his remarks in his first address to the Consultative Council since his ascension to the throne. His speech officially inaugurated the fourth session of the council body.  “Terrorism is a global scourge that has hurt many countries and people, as it has no religion or homeland,” said King Salman. He said that Saudi Arabia has suffered from the scourge of terrorism and that the Kingdom will continue to firmly and decisively fight terrorism. King Salman discussed the recent creation of the Saudi-led Islamic military alliance, promising that the Kingdom will continue to spare no effort in combatting terrorism and maintaining international security and peace in the world.  “Combatting and addressing terrorism, uprooting it and draining its resources is, no doubt, a joint international responsibility, as its danger surrounds everybody,” said King Salman. King Salman said Saudi Arabia was committed to defending Arab and Islamic causes, especially the Palestinian right to an independent state with Jerusalem as its capital.On Yemen, King Salman said that since the beginning of the crisis, the Kingdom has called for a political solution in accordance with the GCC initiative, the outcomes of the national comprehensive dialogue and Security Council resolution 2216. King Salman called for a political settlement to the crisis in Syria, emphasizing that Saudi Arabia is striving to maintain Syria as a unified nation that includes all sects. He said the solution would be to form a transitional government made up of moderate opposition forces, ensure the unity of Syrians, and achieve the departure of foreign forces and terrorist organizations. King Salman also said that militant groups “would never find fertile ground in Syria except for the Syrian regime’s policies, which led to the extermination of hundreds of thousands of Syrians and the displacement of millions.”On economic development, King Salman said Saudi Arabia is committed to diversifying income resources and reducing its dependency on oil. “Our vision of economic reform is based on raising the efficiency of government spending, taking advantage of our economic resources and increasing the returns on government investment,” said King Salman."
